0.9770744160703745,"Context(The title is,List([0, 12)))","SimpleArgument(Any updates made after the editorial deadline for the Owner's Manuals,List([26, 95)))","Relation(are located,List([96, 107)))","SpatialArgument(in the appendix of the printed quick reference for the vehicle,List([108, 170)))",The title is orientation  Any updates made after the editorial deadline for the Owner's Manuals are located in the appendix of the printed quick reference for the vehicle.
0.8997480080640863,,"SimpleArgument(This Owner 's Manual,List([43, 63)))","Relation(describes,List([64, 73)))","SimpleArgument(all standard , country - optional equipment that is offered in the model series,List([74, 153)))","The title is symbols on vehicle components  This Owner's Manual describes all models and all standard, country-specific and optional equipment that is offered in the model series."
0.8997480080640863,,"SimpleArgument(This Owner 's Manual,List([43, 63)))","Relation(describes,List([64, 73)))","SimpleArgument(all standard , country - specific equipment that is offered in the model series,List([74, 153)))","The title is symbols on vehicle components  This Owner's Manual describes all models and all standard, country-specific and optional equipment that is offered in the model series."
0.9380742883576567,,"SimpleArgument(equipment,List([38, 47)))","Relation(is also described,List([48, 65)))","SpatialArgument(in this Owner 's Manual,List([12, 35)))","Therefore, in this Owner's Manual, equipment is also described and illustrated that is not available in your vehicle, e.g., because of the selected optional equipment or the countryspecific variants."
0.9815592137239789,,"SimpleArgument(Any updates made after the editorial deadline for the Owner's Manuals,List([32, 101)))","Relation(are located,List([102, 113)))","SpatialArgument(in the appendix of the printed quick reference for the vehicle,List([114, 176)))",The title is basic information  Any updates made after the editorial deadline for the Owner's Manuals are located in the appendix of the printed quick reference for the vehicle.
0.9111779447320654,,"SimpleArgument(certain vehicle data,List([119, 139)))","Relation(to be transmitted,List([140, 157)))","SimpleArgument(from the vehicle,List([158, 174)))","Additional functions that are contractually agreed with the customer, such as vehicle locating in an emergency, enable certain vehicle data to be transmitted from the vehicle."
0.9579678357604252,,"SimpleArgument(Additional functions that are contractually agreed with the customer, such as vehicle,List([0, 85)))","Relation(enable,List([112, 118)))","SimpleArgument(certain vehicle data,List([119, 139))); SimpleArgument(to be transmitted from the vehicle,List([140, 174)))","Additional functions that are contractually agreed with the customer, such as vehicle locating in an emergency, enable certain vehicle data to be transmitted from the vehicle."
0.9254690780147894,,"SimpleArgument(The EDR in this vehicle,List([0, 23)))","Relation(to record,List([36, 45)))","SimpleArgument(such data,List([46, 55))); SimpleArgument(as:   How various systems in your vehicle were operating,List([56, 112)))",The EDR in this vehicle is designed to record such data as:   How various systems in your vehicle were operating.
0.9362633578495865,,"SimpleArgument(The EDR in this vehicle,List([0, 23)))","Relation(is designed,List([24, 35)))","SimpleArgument(to record such data as:   How various systems in your vehicle were operating,List([36, 112)))",The EDR in this vehicle is designed to record such data as:   How various systems in your vehicle were operating.
0.8308208352223743,"Context(The title is,List([0, 12)))","SimpleArgument(These overviews of switches,List([36, 63)))","Relation(are intended,List([64, 76)))","SimpleArgument(to familiarize you with your vehicle,List([77, 113)))","The title is for canadian customers  These overviews of buttons, switches and displays are intended to familiarize you with your vehicle."
