0.9639876636296681		SimpleArgument(The fastest way to find information on a particular topic,List([0, 57)))	Relation(is,List([58, 60)))	SimpleArgument(by using the index,List([61, 79)))	The fastest way to find information on a particular topic is by using the index . .
0.9320111551042786		SimpleArgument(An initial overview of the vehicle,List([0, 34)))	Relation(is provided,List([35, 46)))	SpatialArgument(in the first chapter,List([47, 67)))	An initial overview of the vehicle is provided in the first chapter .. .
0.9251282565798027		SimpleArgument(The category,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(notes,List([16, 21)))	The category is notes . .
0.9111779447320654		SimpleArgument(The sub category,List([0, 16)))	Relation(is using,List([17, 25)))	SimpleArgument(this owner 's manual,List([26, 46)))	The sub category is using this owner 's manual . .
0.9251282565798027		SimpleArgument(The title,List([0, 9)))	Relation(is,List([10, 12)))	SimpleArgument(orientation,List([13, 24)))	The title is orientation Any updates made after the editorial deadline for the Owner 's .
0.9313202850666147		SimpleArgument(Manuals,List([0, 7)))	Relation(are located,List([8, 19)))	SpatialArgument(in the appendix of the printed quick reference for the vehicle,List([20, 82)))	Manuals are located in the appendix of the printed quick reference for the vehicle .. .
0.9251282565798027		SimpleArgument(The category,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(notes,List([16, 21)))	The category is notes . .
0.9111779447320654		SimpleArgument(The sub category,List([0, 16)))	Relation(is using,List([17, 25)))	SimpleArgument(this owner 's manual,List([26, 46)))	The sub category is using this owner 's manual . .
0.9467932852501588	Context(The title is,List([0, 12)))	SimpleArgument(The topics of the short commands of the voice activation system,List([55, 118)))	Relation(are described,List([119, 132)))	SpatialArgument(in a separate user 's manual,List([133, 161)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.9246266863479249	Context(The title is,List([0, 12)))	SimpleArgument(The topics of Communication,List([55, 82)))	Relation(are described,List([83, 96)))	SpatialArgument(in a separate user 's manual,List([97, 125)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.9246266863479249	Context(The title is,List([0, 12)))	SimpleArgument(The topics of Entertainment,List([55, 82)))	Relation(are described,List([83, 96)))	SpatialArgument(in a separate user 's manual,List([97, 125)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.9246266863479249	Context(The title is,List([0, 12)))	SimpleArgument(The topics of Navigation,List([55, 79)))	Relation(are described,List([80, 93)))	SpatialArgument(in a separate user 's manual,List([94, 122)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.9082029466707026		SimpleArgument(The title,List([0, 9)))	Relation(is,List([10, 12)))	SimpleArgument(updates made after the editorial deadline,List([13, 54)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.913197594301744		SimpleArgument(a separate user 's manual,List([97, 122)))	Relation(is also included,List([131, 147)))	SimpleArgument(with the onboard literature,List([148, 175)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.8942434158739456		SimpleArgument(updates,List([13, 20)))	Relation(made,List([21, 25)))	TemporalArgument(after the editorial deadline,List([26, 54)))	The title is updates made after the editorial deadline The topics of Navigation , Entertainment , Communication and the short commands of the voice activation system are described in a separate user 's manual , which is also included with the onboard literature .. .
0.9251282565798027		SimpleArgument(The category,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(notes,List([16, 21)))	The category is notes . .
0.9111779447320654		SimpleArgument(The sub category,List([0, 16)))	Relation(is using,List([17, 25)))	SimpleArgument(this owner 's manual,List([26, 46)))	The sub category is using this owner 's manual . .
0.8937052396947953		SimpleArgument(any other questions,List([118, 137)))	Relation(may have,List([142, 150)))	SimpleArgument(you,List([138, 141)))	The title is user 's manual for navigation , entertainment , communication The service center will be happy to answer any other questions you may have .
0.8247751551634085		SimpleArgument(The service center,List([75, 93)))	Relation(to answer,List([108, 117)))	SimpleArgument(any other questions you may have,List([118, 150)))	The title is user 's manual for navigation , entertainment , communication The service center will be happy to answer any other questions you may have .
0.9111779447320654		SimpleArgument(The service center,List([75, 93)))	Relation(will be,List([94, 101)))	SimpleArgument(happy to answer any other questions,List([102, 137)))	The title is user 's manual for navigation , entertainment , communication The service center will be happy to answer any other questions you may have .
